namespace_id,token_address,__key_bytes,__last_updated_block_number
\x6e73657665657263323000000000000000000000000000000000000000000000,\x5ac1d63b1a36b49dac9fc3d502c7999bdc0288de,\x6e73657665657263323000000000000000000000000000000000000000000000,7288425
