smart_object_id,tribe_id,__key_bytes,__last_updated_block_number
85292897250281729437975509991473839985897824382774360537651981623258233511657,98000066,\xbc9211aee82e08996456e32131a8b6d4fa9f638f825b1e52b1c683ad0b311ee9,7928757
68184612813577825413551235876427502097091826542670870929951063876035157647542,98000066,\x96bf1f8c4dbad972143720cfc46a5c8807d125649c6825c858e60bb9ee5760b6,7928757
