smart_object_id,tribe_id,__key_bytes,__last_updated_block_number
98358733148808577651311730045242684988920642554184611920831873191350130897183,98000066,\xd97511f3b19f320b7ede671752994c4ed68108bef8bf317c033b1d9d051af11f,7926874
2639089120211842568169121140376966590498291938801553227152630697719706771673,98000066,\x05d5abe7f811b58c8040db0a228c1512fc02aba5fa01cae1d780860b040560d9,7926874
