smart_object_id,tribe_id,__key_bytes,__last_updated_block_number
77695603064078809158394088045631643668361148826149537466729104213689076170662,98000066,\xabc62727aa9f785bc59f6592f7ebbf2e1d1ff38bc6b1e0dee70daea77a223fa6,8343708
104821948691056582732901110338981153393101808071495499904763612072596647443051,98000066,\xe7bf1ed81e7c45f22ea44e0ce9203ed4b90833bbbd17c28523755d43daf7fa6b,8343708
