system_id,puppet,__key_bytes,__last_updated_block_number
\x73796576656572633230000000000000455243323053797374656d0000000000,\x5ac1d63b1a36b49dac9fc3d502c7999bdc0288de,\x73796576656572633230000000000000455243323053797374656d0000000000,7288425
