smart_object_id,item_in,item_out,ratio_in,ratio_out,__key_bytes,__last_updated_block_number
37571759834920106846889320744938361056945792653830991616305109411992263547535,8917962265772235679403104984003790058402323547772832483043898899751438867120,3725376810812870852705444693294252674472410729029260297833303372472495153351,5,1,\x5310dccab7e69f3d1d80f8c391d1837123dd4b6aab4a2be1e821f6aa632d5a8f13b76344e0c5129bc7ba26bbe8ad480c4facc0d4f85fadc87bc0e24b7adf5ab0,8461062
