smart_object_id,item_in,item_out,ratio_in,ratio_out,__key_bytes,__last_updated_block_number
95224723826890127933214997465685477874142454682465523195575838926625812914323,3725376810812870852705444693294252674472410729029260297833303372472495153351,93971334893872380566904028678350125351978948326134701957554791477204944728121,5,1,\xd28748a12980a313a5d52bdb61723a35b749f874fcd284fd39459053a4ae2093083c7d11cd8e632526cbc84f6e0ec3d98afdae78c2fe6a0f28bf0d9d09b8a0c7,8181837
