smart_object_id,item_in,item_out,ratio_in,ratio_out,__key_bytes,__last_updated_block_number
33545184320058211064547752178764290853396491811810055184400178417932932879865,3725376810812870852705444693294252674472410729029260297833303372472495153351,16608569028445011186567013935016535115251916259289773229357174101327618705325,5,1,\x4a29e6c80f1cb23a42bcc35aadbabf2341b1106b167497d71e366362204615f9083c7d11cd8e632526cbc84f6e0ec3d98afdae78c2fe6a0f28bf0d9d09b8a0c7,7711392
