smart_object_id,item_in,item_out,ratio_in,ratio_out,__key_bytes,__last_updated_block_number
98475301148859461969570504789464519693652246291446568879966587368450085657566,3725376810812870852705444693294252674472410729029260297833303372472495153351,60597553377526644998426398831478021925783486636691418520088382050634197537741,5,1,\xd9b70b971f17bf30c7d5c63e285174144e8792f0d657976176625c4b7e589bde083c7d11cd8e632526cbc84f6e0ec3d98afdae78c2fe6a0f28bf0d9d09b8a0c7,8184127
