turret_id,mode,observe,__key_bytes,__last_updated_block_number
14578740738599317700423888270647490620009177587985676977121847896806815266841,1,t,\x203b465c2b3cf1ee9210368f6bdaf0cd3342135e4d4e3337a27fc628934d7819,7844522
71259817018844011208966310623148422809221135901046528311829784950725785090559,1,t,\x9d8ba08bd4e15fe942aee755311a10d33e31fe90121d5751f96c87c43bcef9ff,7844510
85753375281258621942324258638096743029236961486909764637357576407687790527223,1,t,\xbd96b0be5ac146696c82b89dbf7fce58964f15dbf765f912bce981901b2302f7,7844501
111509221155703714120665160175845710620357805988524483476414798268204095710084,1,t,\xf687fb89b0e578f901ffdc59367e1390f94252bd2a29798420e0f9f90cd52384,7817989
39175057943852104647388265608094336360270195661369175862321782907005212435531,1,t,\x569c4c0ac9e9c92c25ebcebee82f6fa28d0399664a447f808f50a4df2bfe244b,7817979
51210414635584001505990899466577173327324208735300397951764635910252059690526,1,t,\x7138114974a3114ea0d28609290ca98db0e014c86da886f3db7ea0872adc061e,7750617
31324634861515446674644122472780573937650493092502756115421350900299525196334,1,t,\x45411d72f6b5835b57e4ed047edc7ecf9565eed8837e36de627cf00b461b0a2e,7599516
84780411745463415776827981135296396159016819547081356917496401982164930717171,1,t,\xbb7003370a7526085cda9674cba92f548f0237724244be1ffb2d173f039ce5f3,7599511
66429888390072005414049579953010527844705743756996365265263320571094402765237,1,t,\x92ddfc020f30e93b456059d78d6d5b361f58b83fc8d971ed6cd03cbad77e91b5,7599506
